persona_id,nome,cognome,data_nascita,luogo_nascita,genere,collegio,gruppo_partito,sigla_gruppo,commissione,email_istituzionale,email_pec,form_contatti_url,telefono_e164,indirizzo_ufficio,sito_ufficiale,fonte_url,fonte_data
308892,MARCO,FURFARO,19800619,PISTOIA,male,TOSCANA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA,furfaro_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308892,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308892,2025-08-18
36500,PIERO FRANCO,FASSINO,19491007,AVIGLIANA,male,VENETO 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA,fassino_p@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=36500,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=36500,2025-08-18
308856,MARCO,SARRACINO,19890621,VILLARICCA,male,CAMPANIA 1 - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO),sarracino_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308856,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308856,2025-08-18
305974,ROBERTO,SPERANZA,19790104,POTENZA,male,CAMPANIA 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA,speranza_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305974,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305974,2025-08-18
308843,MICHELA,DI BIASE,19801017,ROMA,female,LAZIO 1 - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,II COMMISSIONE (GIUSTIZIA),dibiase_michela@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308843,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308843,2025-08-18
308803,RACHELE,SCARPA,19970129,TREVISO,female,VENETO 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,"COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE DELL'ACCORDO DI SCHENGEN, DI VIGILANZA SULL'ATTIVITA' DI EUROPOL, DI CONTROLLO E VIGILANZA IN MATERIA DI IMMIGRAZIONE",scarpa_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308803,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308803,2025-08-18
308834,SARA,FERRARI,19710105,ROVERETO,female,TRENTINO-ALTO ADIGE/SÜDTIROL - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",ferrari_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308834,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308834,2025-08-18
308930,ELENA ETHEL,SCHLEIN,19850504,LUGANO,female,EMILIA-ROMAGNA - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,"I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",schlein_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308930,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308930,2025-08-18
306395,ROSANNA,FILIPPIN,19620208,BASSANO DEL GRAPPA,female,VENETO 2 - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA),filippin_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306395,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306395,2025-08-18
307215,UGO,CAPPELLACCI,19601127,CAGLIARI,male,SARDEGNA - P01,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022,FI-PPE,CONFERENZA DEI PRESIDENTI DELLE COMMISSIONI PERMANENTI,cappellacci_u@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307215,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307215,2025-08-18
300497,PAOLO,BARELLI,19540607,ROMA,male,LAZIO 1 - P02,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022,FI-PPE,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI,barelli_p@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300497,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300497,2025-08-18
307402,MATILDE,SIRACUSANO,19850426,MESSINA,female,PIEMONTE 2 - P02,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022,FI-PPE,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",siracusano_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307402,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307402,2025-08-18
306160,MARIA ELENA,BOSCHI,19810124,MONTEVARCHI,female,LAZIO 1 - P03,ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023,IV-C-RE,COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI,boschi_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306160,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306160,2025-08-18
306382,MAURO,DEL BARBA,19700720,MORBEGNO,male,LOMBARDIA 4 - P01,ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023,IV-C-RE,COMMISSIONE PARLAMENTARE PER L'ATTUAZIONE DEL FEDERALISMO FISCALE,delbarba_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306382,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306382,2025-08-18
300469,LUANA,ZANELLA,19501004,VENEZIA,female,VENETO 2 - P02,ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022,AVS,UNIONE INTERPARLAMENTARE,zanella_l@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300469,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=300469,2025-08-18
308785,ILARIA,CAVO,19731011,GENOVA,female,LIGURIA - P01,"NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022",NM(N-C-U-I)M-CP,COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE,cavo_i@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308785,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308785,2025-08-18
307603,ALESSANDRO,COLUCCI,19740520,MILANO,male,PUGLIA - P04,"NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022",NM(N-C-U-I)M-CP,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE,colucci_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307603,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307603,2025-08-18
308797,MARTINA,SEMENZATO,19730709,SPINEA,female,VENETO 1 - P01,"NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022",NM(N-C-U-I)M-CP,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",semenzato_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308797,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308797,2025-08-18
305708,MATTEO,RICHETTI,19740803,SASSUOLO,male,EMILIA-ROMAGNA - P01,AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022,AZ-PER-RE,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELLA NATO,richetti_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305708,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305708,2025-08-18
307420,VIRGINIO,CAPARVI,19820925,FOLIGNO,male,UMBRIA - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE DELL'ACCORDO DI SCHENGEN, DI VIGILANZA SULL'ATTIVITA' DI EUROPOL, DI CONTROLLO E VIGILANZA IN MATERIA DI IMMIGRAZIONE",caparvi_v@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307420,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307420,2025-08-18
307453,RICCARDO AUGUSTO,MARCHETTI,19870508,UMBERTIDE,male,MARCHE - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI,marchetti_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307453,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307453,2025-08-18
307601,SIMONA,BORDONALI,19710801,BRESCIA,female,LOMBARDIA 3 - P02,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,COMMISSIONE PARLAMENTARE PER L'ATTUAZIONE DEL FEDERALISMO FISCALE,bordonali_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307601,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307601,2025-08-18
308808,SALVATORE MARCELLO,DI MATTINA,19700105,TAVIANO,male,PUGLIA - P04,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",dimattina_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308808,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308808,2025-08-18
301459,LAURA,RAVETTO,19710125,CUNEO,female,LOMBARDIA 1 - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",ravetto_l@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301459,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301459,2025-08-18
308890,ANDREA,BARABOTTI,19850914,MASSA,male,TOSCANA - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",barabotti_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308890,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308890,2025-08-18
306349,STEFANO,CANDIANI,19711211,BUSTO ARSIZIO,male,LOMBARDIA 2 - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI,candiani_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306349,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306349,2025-08-18
308878,ELISA,MONTEMAGNI,19860601,VIAREGGIO,female,TOSCANA - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",montemagni_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308878,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308878,2025-08-18
302762,NICOLA,MOLTENI,19760306,CANTU',male,LOMBARDIA 2 - P02,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,III COMMISSIONE (AFFARI ESTERI E COMUNITARI),molteni_n@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302762,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302762,2025-08-18
306352,ENRICO,CAPPELLETTI,19680205,PADOVA,male,VENETO 2 - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,"X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",cappelletti_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306352,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306352,2025-08-18
308840,ANTONIO,CASO,19840205,NAPOLI,male,CAMPANIA 1 - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI,caso_antonio@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308840,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308840,2025-08-18
307132,ROBERTO,TRAVERSI,19691201,MILANO,male,LIGURIA - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,UFFICIO DI PRESIDENZA,traversi_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307132,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307132,2025-08-18
308896,ANDREA,QUARTINI,19600321,GAMBASSI,male,TOSCANA - P03,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",quartini_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308896,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308896,2025-08-18
307922,SERGIO,COSTA,19590422,NAPOLI,male,CAMPANIA 1 - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,UFFICIO DI PRESIDENZA,costa_sergio@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307922,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307922,2025-08-18
307829,ARNALDO,LOMUTI,19750214,VENOSA,male,BASILICATA - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA,lomuti_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307829,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307829,2025-08-18
308849,GAETANO,AMATO,19570605,CASTELLAMMARE DI STABIA,male,CAMPANIA 1 - P02,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI,amato_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308849,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308849,2025-08-18
308833,SAVERIO,CONGEDO,19650215,LECCE,male,PUGLIA - P04,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",congedo_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308833,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308833,2025-08-18
308850,MICHELE,SCHIANO DI VISCONTI,19620226,MUGNANO DI NAPOLI,male,CAMPANIA 1 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE,schianodivisconti_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308850,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308850,2025-08-18
308800,MARINA,MARCHETTO,19511117,ESTE,female,VENETO 1 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,XIII COMMISSIONE (AGRICOLTURA),marchetto_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308800,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308800,2025-08-18
308847,ANDREA,VOLPI,19810428,ROMA,male,LAZIO 1 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA MORTE DI DAVID ROSSI,volpi_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308847,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308847,2025-08-18
308884,ALESSANDRO,AMORESE,19741008,CARRARA,male,TOSCANA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",amorese_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308884,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308884,2025-08-18
308812,MARCO,PERISSA,19820522,ROMA,male,PIEMONTE 1 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE,perissa_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308812,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308812,2025-08-18
308914,CARLO,MACCARI,19650511,VOLTA MANTOVANA,male,LOMBARDIA 4 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI,maccari_c@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308914,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308914,2025-08-18
308920,ELISABETTA CHRISTIANA,LANCELLOTTA,19790302,ISERNIA,female,MOLISE - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",lancellotta_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308920,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308920,2025-08-18
308898,ELIANA,LONGI,19780913,CATANIA,female,SICILIA 2 - P03,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI,longi_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308898,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308898,2025-08-18
308868,MATTEO,ROSSO,19670625,GENOVA,male,LIGURIA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE,rosso_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308868,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308868,2025-08-18
308867,FABIO,ROSCANI,19900603,ROMA,male,ABRUZZO - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI,roscani_f@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308867,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308867,2025-08-18
308831,DARIO,IAIA,19731120,FRANCAVILLA FONTANA,male,PUGLIA - P03,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI,iaia_d@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308831,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308831,2025-08-18
308903,ANDREA,MASCARETTI,19650414,MILANO,male,LOMBARDIA 2 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE PER L'ATTUAZIONE DEL FEDERALISMO FISCALE,mascaretti_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308903,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308903,2025-08-18
308863,MADDALENA,MORGANTE,19810614,VERONA,female,VENETO 2 - P03,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI,morgante_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308863,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308863,2025-08-18
307457,PAOLO,TRANCASSINI,19630629,ROMA,male,LAZIO 2 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COLLEGIO DEI QUESTORI,trancassini_p@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307457,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307457,2025-08-18
307142,RICCARDO,ZUCCONI,19560926,CAMAIORE,male,TOSCANA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,UFFICIO DI PRESIDENZA,zucconi_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307142,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307142,2025-08-18
307334,GIANLUCA,VINCI,19800528,REGGIO NELL'EMILIA,male,EMILIA-ROMAGNA - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,CONSIGLIO DI GIURISDIZIONE,vinci_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307334,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307334,2025-08-18
307162,SALVATORE,CAIATA,19700729,POTENZA,male,BASILICATA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",caiata_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307162,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307162,2025-08-18
308860,GIANMARCO,MAZZI,19600701,VERONA,male,VENETO 2 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",mazzi_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308860,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308860,2025-08-18
307567,WANDA,FERRO,19680324,CATANZARO,female,CALABRIA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,IV COMMISSIONE (DIFESA),ferro_w@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307567,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307567,2025-08-18
302856,PAOLA,DE MICHELI,19730901,PIACENZA,female,EMILIA-ROMAGNA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,"X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",demicheli_p@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302856,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302856,2025-08-18
306417,BACHISIO SILVIO,LAI,19660720,SASSARI,male,SARDEGNA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,COMITATO PER LA LEGISLAZIONE,lai_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306417,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306417,2025-08-18
302818,STEFANO,GRAZIANO,19710913,AVERSA,male,CAMPANIA 2 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI,graziano_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302818,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302818,2025-08-18
308932,ANDREA,GNASSI,19690327,RIMINI,male,EMILIA-ROMAGNA - P03,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI,gnassi_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308932,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308932,2025-08-18
308901,MARIA STEFANIA,MARINO,19690105,ENNA,female,SICILIA 2 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",marino_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308901,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308901,2025-08-18
